159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,175,175,175,175,175,175,175,175,175,175,175,175,159
159,1157,1158,183,183,183,183,183,183,183,1184,1186,1187,159
159,0,0,1267,1268,1269,1280,1396,1396,1193,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,175,175,175,175,175,158,168,0,1294,1700,1702,0,159
159,1318,183,183,183,183,166,168,0,1302,1708,1710,1292,159
159,0,0,0,1287,1276,174,176,0,0,0,0,0,159
159,0,1210,0,0,1284,182,184,0,0,0,0,0,159
159,0,1218,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,159,159,159,159,159,159,870,871,872,159,159,159,159
