0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,386,386,386,386,386,386,386,386,386,386,386,386,0
0,386,377,377,377,377,377,377,377,377,377,377,377,0
0,386,377,377,377,377,0,0,387,377,377,377,377,0
0,386,377,377,377,377,0,0,387,377,377,377,377,0
0,386,386,386,386,386,377,377,387,377,377,377,377,0
0,386,377,377,377,377,377,377,387,377,377,377,377,0
0,386,377,377,377,377,394,394,395,377,377,377,377,0
0,386,377,377,377,377,377,377,377,377,377,377,377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
