0,795,0,0,0,795,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,795,0,0,0,817,787,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,817,786,787,0,0,795,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,817,787,0,795,0,817,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,0,0,0,795,0,817,787,0,817,786,786,787,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,795,0,0,817,787,794,794,794,795,0,0,0,7,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,795,0,0,0,795,0,0,809,803,32,0,0,957,16,0,32,16,7,957,24,7,16,0,32,24,0,0,0,0,0,0,0,0,0,0,0
817,787,0,809,803,0,0,0,795,0,809,803,16,0,32,16,24,0,7,957,0,16,24,32,957,24,7,16,0,32,0,0,0,0,0,0,0,0,0,0
0,795,0,795,0,0,0,0,795,809,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,795,0,795,0,0,0,0,795,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,24,32,957,0,32,0,0,0,0,0,0,0
0,795,0,817,787,0,0,809,803,795,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,7,0,957,24,7,957,0,0,0,0,0,0,0
0,795,0,0,795,0,809,803,0,795,0,0,0,0,0,0,0,811,815,0,0,0,0,0,0,0,0,0,0,0,0,957,0,24,0,0,0,0,0,0
0,817,787,0,795,0,795,0,809,803,210,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,212,0,24,0,24,24,957,957,0,0,0,0,0,0
0,0,795,0,795,809,803,809,803,210,231,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,220,0,0,24,0,0,0,32,0,0,0,0,0,0
0,0,795,0,795,795,0,795,210,231,213,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,228,814,829,829,815,0,32,0,0,0,0,0,0,0
0,0,795,0,795,795,0,795,218,219,220,0,0,0,0,0,0,0,0,7,7,7,811,829,829,829,829,830,0,210,211,212,0,0,0,0,0,0,0,0
0,809,803,0,795,795,0,795,226,215,220,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0
0,795,0,0,795,817,787,817,787,218,220,0,0,0,0,0,811,829,829,829,815,0,0,0,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0
0,795,0,0,817,787,817,787,795,218,220,0,0,0,0,0,957,0,957,0,0,0,0,0,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0
0,795,0,0,0,795,0,795,795,218,229,211,211,211,211,211,211,211,212,0,0,0,0,0,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0
0,795,0,0,809,803,809,803,795,218,219,219,219,219,219,219,219,219,220,0,0,0,0,0,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0
809,803,0,809,803,0,795,0,795,218,213,227,227,227,227,227,215,219,220,0,0,0,0,0,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0
803,0,0,795,0,809,803,809,803,218,220,0,0,0,0,0,218,219,229,211,211,211,211,211,211,211,211,211,211,231,219,220,0,0,0,0,0,0,0,0
0,0,809,803,0,795,0,795,210,231,220,0,0,0,0,0,218,219,219,219,219,219,219,219,219,219,219,219,219,219,219,220,0,0,0,0,0,0,0,0
0,0,795,0,0,795,0,795,218,219,220,0,0,0,0,0,218,219,213,227,227,227,227,227,227,227,227,227,227,227,227,228,7,7,7,7,0,0,0,0
0,809,803,0,809,803,0,795,218,219,220,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0
0,795,0,0,795,0,0,795,218,219,220,0,0,0,0,811,829,829,829,815,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0
0,817,787,0,795,0,809,803,218,219,220,0,0,0,0,0,210,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,795,0,795,0,795,0,218,219,220,0,0,0,0,0,218,219,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,957,0,957,0,957
0,0,795,0,817,787,795,0,226,215,229,211,211,211,211,211,231,219,229,211,211,211,212,745,746,747,210,211,211,211,211,211,211,211,211,211,211,211,211,211
0,0,795,0,0,795,795,0,0,226,227,227,227,215,219,219,219,219,219,219,219,219,220,753,0,755,226,215,219,219,219,219,219,219,219,219,219,219,219,219
0,0,817,787,0,795,817,787,0,745,746,746,747,226,227,227,227,227,227,227,227,227,228,753,0,763,739,226,227,227,227,227,227,227,227,227,227,227,227,227
0,0,0,795,0,795,0,795,746,761,0,0,0,747,0,0,0,0,0,0,0,745,746,761,0,0,763,747,0,0,0,0,0,0,0,0,0,0,0,0
786,787,0,795,0,795,0,817,786,787,0,0,785,786,786,786,786,786,786,787,745,0,0,0,0,0,0,763,746,746,747,0,0,0,785,786,787,0,0,0
0,795,0,795,0,817,786,787,0,817,786,786,818,0,0,0,0,0,0,817,786,786,786,786,787,0,0,0,785,786,786,786,786,786,818,0,817,787,0,0
0,817,787,817,787,0,0,817,787,0,0,0,0,0,0,0,0,0,785,786,786,786,786,787,817,786,786,786,818,0,0,0,0,0,0,0,0,795,0,0
0,0,795,0,817,787,0,0,817,786,786,786,786,787,0,0,0,0,793,0,0,0,0,817,786,787,0,0,0,785,786,786,786,786,787,0,0,817,786,787
0,0,795,0,0,817,786,786,786,787,0,0,0,795,0,0,0,785,817,0,0,785,786,787,0,817,786,786,786,818,0,0,0,0,817,786,786,787,0,817
0,0,795,0,0,0,0,0,0,817,786,786,787,0,786,786,786,818,785,786,786,818,0,795,0,0,0,785,786,786,786,786,786,787,0,0,0,795,0,0
0,0,817,787,0,0,0,0,0,0,0,0,817,786,786,787,0,0,793,0,0,0,0,817,786,786,786,818,0,0,0,0,0,795,0,0,0,817,786,786
