427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,
419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,
427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,
419,420,419,420,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,419,420,419,420,
427,428,427,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,1,1,1,427,428,427,428,
419,420,419,420,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,873,874,875,419,420,419,420,
427,428,427,428,0,793,794,795,0,0,0,0,944,0,1,1,0,0,0,1,1,0,0,0,0,881,882,883,427,428,427,428,
419,420,419,420,0,801,802,803,0,0,0,0,0,0,1,1,0,0,0,853,854,0,0,0,0,0,0,0,419,420,419,420,
427,428,427,428,0,0,0,0,0,0,0,0,0,0,933,934,0,0,0,861,862,0,0,0,0,0,0,0,427,428,427,428,
419,420,419,420,0,0,0,0,0,0,1,1,1,0,941,942,0,0,944,0,0,0,0,0,0,0,944,0,419,420,419,420,
427,428,427,428,0,0,1,1,0,0,873,874,875,0,949,0,0,0,0,0,1,1,1,0,1,1,0,0,427,428,427,428,
419,420,419,420,0,0,1,1,0,0,881,882,883,0,0,944,0,0,0,0,793,794,795,0,1,1,0,0,419,420,419,420,
427,428,427,428,0,0,933,934,0,0,0,0,0,0,0,0,0,0,0,0,801,802,803,0,933,934,0,0,427,428,427,428,
419,420,419,420,0,0,941,942,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,942,0,0,419,420,419,420,
427,428,427,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,427,428,427,428,
419,420,419,420,0,0,944,0,1201,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,420,419,420,
427,428,427,428,0,0,0,0,1209,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,428,427,428,
419,420,419,420,0,0,0,0,1217,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,420,419,420,
427,428,427,428,0,0,0,0,1209,0,0,0,1213,0,0,0,0,0,1049,1050,0,0,0,0,0,0,0,0,427,428,427,428,
419,420,419,420,0,0,0,0,1217,0,0,0,1221,0,0,0,0,0,1057,1058,0,0,0,0,0,0,0,0,419,420,419,420,
427,428,427,428,0,0,0,0,1209,0,0,0,1213,0,0,0,0,0,1065,1066,0,0,0,0,0,0,0,0,427,428,427,428,
419,420,419,420,0,0,0,0,1217,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,420,419,420,
427,428,427,428,0,0,0,964,1209,0,0,0,1213,1352,1306,0,0,0,0,0,0,1279,1298,1298,1299,0,0,0,427,428,427,428,
419,420,419,420,1297,1298,1299,972,1217,0,0,0,1221,1360,1291,1298,1298,1298,1298,1298,1298,1294,1,1,1,1,1,1,419,420,419,420,
427,428,427,428,0,0,0,0,1225,0,0,0,1229,0,0,0,0,0,1,1,1,1,2289,2290,2291,2292,2293,2294,427,428,427,428,
419,420,419,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,1082,1083,1,2297,2298,2299,2300,2301,2302,419,420,419,420,
427,428,427,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,1090,1091,1044,2305,2306,2307,2308,2309,2310,427,428,427,428,
419,420,419,420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,419,420,419,420,
427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,
419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,419,420,
427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,427,428,
435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436,435,436
