500,501,502,508,509,510,0,492,493,494,0,429,430,492,493,494,487,0,500,501,502,0,0,0,500,501,502,492,493,494,0,508,509,510,493,494,437,438,493,494,492,493,494,437,438,492,493,494,511,476,492,493,494,437,438,437
508,509,510,476,492,493,494,500,501,502,492,437,438,500,501,502,492,493,508,509,510,0,0,0,508,509,510,500,501,502,493,437,438,500,501,493,494,500,501,502,500,501,502,493,494,500,501,502,492,493,500,501,502,492,493,476
487,0,429,430,500,501,502,508,509,510,500,501,502,508,509,510,500,501,502,0,0,0,0,0,492,493,494,508,509,510,501,0,0,508,509,501,502,493,509,510,508,509,510,501,502,508,509,510,500,501,508,509,510,500,501,502
492,493,437,438,508,509,510,0,429,430,508,509,510,492,493,494,508,509,510,492,493,494,0,0,500,501,502,493,494,508,509,510,492,493,508,509,500,501,502,492,493,494,508,509,510,0,437,438,508,509,510,476,0,508,509,510
500,501,502,492,493,494,492,493,437,438,0,0,511,500,501,502,492,493,494,500,501,502,0,0,508,509,510,501,502,0,0,0,500,501,502,429,508,509,510,500,501,502,492,493,494,492,493,494,429,430,492,493,494,503,492,493
508,509,510,500,501,502,500,501,502,492,493,494,492,493,506,510,500,501,502,508,493,510,0,0,0,0,508,509,510,494,500,501,508,509,510,437,438,493,494,508,509,510,500,501,502,500,501,502,437,438,500,501,502,511,500,501
0,492,493,508,509,510,508,509,510,500,501,502,500,501,502,492,493,506,510,500,501,502,0,0,0,0,0,500,501,502,508,509,510,492,493,494,500,501,502,492,493,494,508,509,510,493,509,510,492,493,508,509,510,492,508,509
494,500,501,502,476,511,0,492,493,508,509,510,508,509,510,500,501,502,492,493,506,510,0,0,0,0,0,508,509,510,476,429,430,500,501,502,508,509,510,500,501,502,492,493,500,501,502,0,500,501,502,476,0,500,501,502
502,508,509,510,492,493,494,500,501,502,492,493,494,492,493,508,509,510,500,501,502,0,0,969,970,0,0,0,0,0,0,437,438,508,509,510,492,493,494,508,509,510,500,501,508,509,510,494,508,509,510,492,493,508,509,510
510,474,475,0,500,501,502,508,509,510,500,501,502,500,501,502,437,438,508,509,510,493,494,0,0,0,0,0,0,0,0,0,0,0,0,0,500,501,502,511,492,493,508,509,510,500,501,502,476,0,511,500,501,502,492,493
481,482,483,429,508,509,510,492,493,494,508,509,510,508,509,510,0,0,0,0,500,501,502,0,0,0,0,0,0,0,0,0,0,0,0,0,508,509,510,494,500,501,502,429,430,508,509,510,492,493,494,508,509,510,500,501
489,490,491,437,438,492,493,500,501,502,0,0,0,0,0,0,0,0,0,0,508,509,510,0,0,0,1020,958,958,1022,0,3853,3854,3853,3854,0,0,500,501,502,508,509,510,437,438,492,493,494,500,501,502,0,492,493,508,509
497,498,499,473,474,500,501,508,509,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,509,510,493,494,492,493,494,500,501,502,493,509,510,430,500,501,502,0
505,506,507,481,482,508,509,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,493,494,500,501,502,500,501,502,508,509,510,501,502,437,438,508,509,493,494
493,494,0,489,490,491,492,493,494,949,2020,2021,2038,2039,2024,0,0,2118,2119,2119,2119,2120,0,0,0,0,1837,1838,1838,1838,1838,1838,1838,1840,0,0,500,501,502,508,509,510,508,509,510,493,494,508,509,510,492,493,476,500,501,502
501,502,503,497,498,499,500,501,502,0,2036,2037,2038,2039,2024,0,0,2196,2197,2198,2199,2200,0,0,0,0,1845,1846,1847,1862,1862,1862,1862,1848,0,0,508,509,510,0,0,0,0,0,500,501,502,492,493,494,500,501,502,508,509,510
509,510,511,505,506,507,508,509,510,0,2012,2013,2014,2015,2016,1298,972,2212,2213,2214,2215,2216,0,0,0,0,1853,1854,1855,1870,1870,1870,1870,1856,0,0,1044,0,0,1020,0,1022,965,0,508,509,510,500,501,502,508,509,510,0,0,511
438,492,493,494,476,0,511,492,493,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,508,509,510,476,429,430,492,493,494
476,500,501,502,492,493,494,500,501,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,492,493,437,438,500,501,502
