159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,1801,1806,1807,1801,1801,1801,1801,1802,1803,190,191,192,159
159,1809,1814,1815,1850,1850,1850,1850,1810,1811,198,199,200,159
159,1185,1181,0,1181,0,1182,0,1181,1398,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,0,1681,1682,1682,1682,1682,1682,1683,0,0,0,0,159
159,0,1567,1567,1567,1567,1567,1567,1567,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,1528,1280,159
159,0,1242,0,1242,0,1242,0,1244,0,0,1536,1280,159
159,0,1250,0,1250,0,1250,0,1252,0,0,0,0,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
