159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,17,17,17,17,17,17,17,17,17,17,17,17,159
159,25,25,25,1131,1131,1153,1154,25,25,25,25,25,159
159,1185,1336,0,0,0,0,0,932,0,0,0,1395,159
159,0,0,0,0,0,0,0,940,941,0,0,0,159
159,1503,0,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,1513,0,0,0,0,0,1338,159
159,0,1226,0,0,1333,0,0,0,0,0,1361,1346,159
159,0,1234,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,1355,0,1339,159
159,0,0,0,0,0,0,0,0,0,1363,0,0,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
