159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,1801,1806,1807,1801,1801,1801,1801,1802,1803,190,191,192,159
159,1153,1154,1815,1132,1133,1132,1133,1340,1811,198,199,200,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,1177,1565,1566,0,0,0,1514,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,1295,159
159,0,0,0,0,0,0,0,0,0,0,0,1303,159
159,0,1242,0,1242,0,1242,0,1244,0,0,1291,0,159
159,0,1250,0,1250,0,1250,0,1252,0,0,0,1185,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
