159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,2394,2394,2393,2393,2394,2394,2394,2394,2394,2394,2394,2394,2394,159
159,2402,2402,2402,2402,2046,2402,2402,2402,2401,2402,2402,2402,2402,159
159,2350,2351,2367,2368,0,2713,2714,2715,2071,2713,2714,2715,2016,159
159,0,0,0,0,0,0,0,0,0,0,0,0,0,159
159,2189,2190,0,0,0,0,0,0,0,0,0,0,0,159
159,2197,2198,0,0,0,0,0,0,0,0,0,0,0,159
159,2590,0,0,0,0,0,0,0,0,0,2024,2014,2015,159
159,2598,0,0,0,0,0,0,0,0,0,2024,2022,2023,159
159,159,159,870,871,872,159,159,159,159,159,159,159,159,159
