0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,250,250,250,250,250,250,250,250,250,250,250,250,0
0,250,241,241,241,241,241,241,241,241,241,241,241,241
0,250,241,241,241,241,241,241,241,241,241,241,241,241
0,250,241,241,241,241,241,241,241,241,241,241,241,241
0,250,241,241,241,241,241,241,241,241,241,241,241,0
0,250,241,241,241,241,241,241,241,241,241,241,241,0
0,250,241,241,241,241,241,241,241,241,241,241,241,0
0,250,241,241,241,241,241,241,241,241,241,241,241,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
