0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,0
0,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,0
0,482,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,0
0,482,473,473,473,473,473,473,794,794,473,473,473,473,473,473,473,0
0,482,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,0
0,482,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,0
0,482,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
