0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2334,2335,2334,2335,0,2370,0,0,0,2339,2361,0,0,0,2340,2356,2363,2356,0
0,2342,2343,2342,2343,2063,2705,2706,2707,2063,2705,2706,2707,2063,2705,2706,2707,0,2399,0
0,0,0,0,0,0,0,2877,0,0,0,2884,0,0,0,2885,0,0,2407,0
0,3037,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
