0,0,0,0,0,0,0,0,0,0,0,0,274,275,275,276,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,274,275,275,276,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,282,283,283,284,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,154,155,155,156,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,162,181,181,164,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,162,181,163,164,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,162,163,181,164,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,162,163,163,164,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,162,181,163,164,0,957,957,957,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,154,155,175,163,163,173,155,155,155,156,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,170,171,171,171,171,171,171,159,163,164,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,7,7,7,0,7,7,7,170,171,172,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,154,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,162,173,155,155,155,155,156,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,170,171,171,171,171,171,172,7,7,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,7,7,7,0,957,0,0,7,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,7,0,0,957,0,0,0,154,156,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,0,0,0,0,957,0,0,162,164,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,154,156,0,0,957,0,0,0,162,164,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,162,164,0,0,0,0,0,0,162,164,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,162,164,0,0,0,0,0,0,162,164,0,0,0,0,0,0,0,0,0
