417,418,417,418,417,418,417,418,417,418,0,0,0,0,417,418,417,418,417,418,417,418,417,418,
425,426,425,426,425,426,425,426,425,426,0,0,0,0,425,426,425,426,425,426,425,426,425,426,
417,418,417,418,417,418,417,418,417,418,0,0,0,0,417,418,417,418,417,418,417,418,417,418,
425,426,425,426,425,426,425,426,425,426,0,0,0,0,425,426,425,426,425,426,425,426,425,426,
417,418,417,418,417,418,417,418,417,418,0,0,0,0,417,418,417,418,417,418,417,418,417,418,
425,426,425,426,425,426,425,426,425,426,0,0,0,0,425,426,425,426,425,426,425,426,425,426,
417,418,417,418,417,418,437,438,437,438,0,0,0,0,437,438,437,438,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,427,428,0,476,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,435,436,427,428,427,428,427,428,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,435,436,435,436,435,436,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,476,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,427,428,0,0,476,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,427,428,0,0,419,420,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,435,436,0,0,427,428,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,419,420,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,427,428,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,476,419,420,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,427,428,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,419,420,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,427,428,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,949,0,427,428,435,436,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,449,450,451,419,420,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,457,458,459,427,428,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,476,435,436,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,449,450,451,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,457,458,459,427,428,427,428,427,428,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,476,419,420,435,436,435,436,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,427,428,476,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,435,436,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,476,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,427,428,427,428,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
435,436,435,436,435,436,435,436,435,436,427,428,427,428,0,0,0,0,417,418,417,418,417,418,
0,0,476,0,0,0,0,0,0,476,419,420,419,420,0,0,0,0,425,426,425,426,425,426,
0,0,0,0,0,0,0,953,0,0,427,428,427,428,0,0,0,0,417,418,417,418,417,418,
0,0,0,0,0,0,0,0,0,0,419,420,419,420,0,0,0,0,425,426,425,426,425,426,
0,0,0,0,0,0,0,0,0,0,427,428,427,428,0,0,0,0,417,418,417,418,417,418,
427,428,427,428,427,428,0,0,0,0,419,420,419,420,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,427,428,427,428,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,435,436,435,436,0,0,0,476,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,0,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,0,0,0,0,476,0,0,0,0,0,0,0,417,418,417,418,417,418,
425,426,425,426,425,426,0,0,0,0,0,0,0,0,0,0,0,0,425,426,425,426,425,426,
417,418,417,418,417,418,949,0,0,0,0,0,0,0,0,0,476,0,417,418,417,418,417,418,
425,426,425,426,425,426,427,428,427,428,427,428,427,428,427,428,427,428,425,426,425,426,425,426,
417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,
425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,
417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,
425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,
417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,417,418,
425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426,425,426
