0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0,28,311,0,0,0,0,232,0,0,0,0,0,0,0,0,0
0,706,707,0,0,0,0,121,122,123,0,0,0,0,0,295,0
0,0,0,0,0,0,0,129,130,131,0,0,0,0,0,0,0
0,0,0,0,0,0,0,137,138,139,0,0,0,0,0,0,0
0,0,0,1524,1525,1525,1525,1525,1525,1525,1525,1525,1525,1526,0,0,0
0,0,176,1532,1533,1533,1533,1533,1533,1533,1533,1533,1533,1534,173,0,0
0,0,0,1540,1541,1541,1541,1541,1541,1541,1541,1541,1541,1542,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
