0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,75,65,0
0,74,65,65,65,65,74,65,65,65,65,65,65,74,75,65,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,74,74,65,65,65,65,65,65,65,65,65,65,65,74,74,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
