0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,630,630,630,630,630,630,630,630,630,630,630,630,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,630,621,621,621,621,621,621,621,621,621,621,621,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
