159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,21,21,21,21,21,21,21,21,21,21,21,21,159
159,29,29,29,29,1392,1173,1129,1130,1337,29,29,29,159
159,1194,1195,0,0,0,0,0,0,0,0,1396,1400,159
159,1395,1396,0,0,0,0,0,0,0,0,0,1396,159
159,1395,0,0,1697,1698,1698,1698,1698,1699,0,0,0,159
159,0,1398,1398,1391,1706,1706,1706,1706,1392,0,0,1400,159
159,1399,1396,1396,0,1288,0,0,1288,0,0,1396,1395,159
159,1396,0,0,0,0,0,0,0,0,0,0,1397,159
159,1396,1373,0,0,0,1373,0,0,0,0,0,1397,159
159,1396,1381,0,0,0,1381,0,0,1397,1395,1395,1397,159
159,159,159,870,871,872,159,159,159,159,159,159,159,159
