1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716
1716,12,2,2,2,2,36,37,38,2,2,2,2,2,2,3,1716
1716,20,288,10,10,10,44,45,46,10,10,10,10,10,263,11,1716
1716,28,0,193,0,0,0,0,0,0,0,0,232,201,0,29,1716
1716,0,0,202,0,0,0,0,0,0,0,0,208,204,0,0,1716
1716,0,0,210,211,211,226,211,211,211,211,211,211,212,0,0,1716
1716,0,0,0,0,0,0,248,0,240,0,0,0,0,0,0,1716
1716,143,144,0,0,258,0,0,0,0,0,257,0,0,885,886,1716
1716,151,0,0,0,266,0,0,0,0,0,265,0,0,0,894,1716
1716,159,160,0,0,0,0,0,0,0,0,0,0,0,901,902,1716
1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716
1716,1716,1716,1716,1716,1716,1716,177,178,179,1716,1716,1716,1716,1716,1716,1716
