0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,74,74,74,82,82,82,82,82,82,82,82,82,74,0,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,75,65,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,75,65,0
0,74,65,82,82,82,82,82,82,82,82,82,82,82,83,65,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,74,74,65,65,65,65,65,65,65,65,65,65,65,74,74,0
0,74,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
