0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1075,1089,1123,1108,1109,0,0,1079,0,0,1108,1109,0,0,0
0,0,1083,1097,0,1116,1117,0,0,1087,0,0,1116,1117,1191,0,0
0,879,0,0,0,0,1124,1125,0,0,0,0,0,0,0,878,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0
0,0,0,0,0,0,1124,1125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0
0,0,0,0,0,0,1124,1125,0,0,1336,1903,1904,1514,0,0,0
0,0,0,0,0,0,0,0,0,0,1341,1911,1912,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
