0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,594,594,594,594,594,594,594,686,354,809,810,811,354,354,354,0
0,594,585,585,585,585,585,585,241,354,817,818,819,345,345,345,0
0,594,585,585,585,585,585,585,241,354,825,826,827,345,345,345,0
0,594,585,585,585,585,585,585,241,354,345,345,345,345,345,345,0
0,594,585,585,585,585,585,585,677,354,345,345,345,345,345,345,0
0,594,585,585,585,585,585,585,677,354,345,345,345,345,345,345,0
0,594,585,585,585,585,585,585,677,354,345,345,345,345,345,345,0
0,594,585,585,585,585,585,585,677,354,345,345,345,345,345,345,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
