159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,137,138,138,138,138,138,138,139,138,138,138,138,138,138,140,159
159,145,146,146,1131,146,146,146,147,146,146,146,146,146,146,148,159
159,153,0,0,0,0,0,0,147,1185,0,1226,0,1301,1199,156,159
159,887,0,0,0,0,1132,1133,147,0,0,1234,0,0,0,886,159
159,895,896,0,0,0,0,0,147,0,0,0,0,0,893,1318,159
159,1344,0,0,0,0,1132,1133,147,0,0,0,0,0,0,0,159
159,1352,1275,0,0,0,0,0,147,0,1745,1746,1746,1747,0,1304,159
159,1360,1283,0,0,0,1132,1133,147,0,1753,1754,1754,1755,0,0,159
159,1368,1275,0,0,0,0,0,147,0,1761,1762,1762,1763,1304,0,159
159,1366,1283,0,1299,0,0,1300,155,1177,0,0,0,0,0,0,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
