159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,17,17,17,17,17,17,17,17,17,17,17,17,159
159,25,25,25,1391,1391,25,25,25,25,25,25,1339,159
159,1409,1410,1396,0,0,1396,1396,932,0,0,0,0,159
159,1417,1418,0,0,0,0,1396,940,941,0,0,0,159
159,1413,1413,0,0,1396,1396,0,1396,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,1275,1633,159
159,0,0,0,0,0,0,0,0,0,0,1283,1633,159
159,1633,1276,0,0,0,0,0,0,0,0,0,1633,159
159,1633,1284,0,0,0,1242,0,1244,0,0,0,1641,159
159,1641,0,0,0,0,1250,0,1252,0,0,0,0,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
