159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,1801,1806,1807,1801,1801,1801,1801,1802,1803,190,191,192,159
159,1809,1814,1815,1850,1850,1850,1414,1415,1811,198,199,200,159
159,1633,1279,1633,1419,1420,1421,1422,1423,0,0,0,0,159
159,1633,0,1633,1279,0,0,1377,1378,0,0,0,0,159
159,1633,0,1633,0,0,0,0,0,0,0,0,0,159
159,1633,0,1633,0,0,0,0,0,1279,0,0,0,159
159,1641,0,1641,1279,0,1642,1643,1643,1643,1644,0,0,159
159,0,0,0,0,0,1279,1433,1434,1435,1396,0,1373,159
159,0,0,0,0,0,0,1441,1442,1443,0,0,1381,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
