32,7,0,0,0,0,0,0,0,0,0,678,687,671,0,607,801,810,677,0,607,0,0,0,801,802,810,678,687,687,671,524
0,0,0,0,0,0,0,0,0,0,0,0,0,678,687,671,0,793,678,671,7,524,609,610,611,32,801,802,802,810,677,607
0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,677,32,801,810,678,687,687,687,687,671,524,609,610,611,793,677,32
0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,678,671,0,801,802,802,802,802,810,678,687,687,687,671,793,678,687
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,678,687,687,671,609,611,0,801,802,802,802,810,677,801,802,802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,687,687,671,524,0,0,0,793,677,0,609,611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,687,0,0,0,793,678,687,687,671
0,0,0,0,0,97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,671,0,801,802,802,810,678
0,0,98,99,132,147,0,0,0,0,0,686,687,687,610,611,0,0,0,0,0,0,0,0,0,678,687,671,0,607,801,810
99,99,104,115,116,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,677,7,0,0,801
103,101,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,678,671,524,32,0
106,108,0,0,0,0,0,0,0,0,97,0,0,98,99,99,99,151,0,0,0,0,0,0,0,0,0,0,677,609,611,0
114,112,100,1206,1207,1207,1207,1207,98,99,118,99,99,104,115,115,115,112,100,0,0,0,0,0,0,0,0,0,677,607,0,0
0,106,108,1214,1215,1215,1215,1215,114,115,115,115,103,108,0,0,0,106,108,0,0,0,0,0,0,0,0,0,677,0,0,607
0,106,108,1222,1223,1223,1223,1223,0,0,0,0,106,108,0,0,0,106,108,0,0,0,0,609,611,0,0,0,678,671,609,611
0,106,108,0,0,0,0,0,0,607,0,0,106,108,0,0,0,106,108,0,0,0,0,97,0,0,0,0,0,678,687,671
0,106,108,0,0,0,0,0,0,32,0,0,114,112,99,99,99,104,140,123,123,123,123,147,0,0,0,0,0,0,0,678
98,119,108,0,0,0,0,0,607,609,611,0,0,114,115,115,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,101,116,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,116,0,0,0,0,0,0,0,0,0,609,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,670,687,687,671,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,670,679,524,607,678,687
0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,609,611,0,0,0,0,0,0,0,0,670,679,609,610,611,785,786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,687,679,785,786,786,786,817,0
0,0,0,0,0,609,611,0,0,0,0,609,611,0,0,0,0,0,0,0,0,0,670,679,785,786,817,0,7,0,32,524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,607,793,0,0,0,0,607,609,611
0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,679,0,0,0,0,670,679,7,801,802,810,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,609,610,611,0,0,0,0,0,0,678,671,609,611,524,801,802,802,802,810,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,687,687,687,671,607,7,32,801,802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,687,687,687,671,607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,671
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,678,687,687,0,0,0,0,0,0,0,0,677
