159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,159
159,2402,2402,2402,2402,2401,2402,2402,2710,2711,2791,2791,2708,2709,2791,2402,2401,2402,2402,159
159,2933,0,2935,2787,2788,0,0,0,0,0,0,0,0,0,0,0,0,2420,159
159,2741,0,0,2795,2796,0,0,0,0,0,0,0,0,0,0,0,0,2421,159
159,2741,0,0,0,0,0,2729,2730,2730,2731,0,2729,2730,2730,2731,0,0,2421,159
159,2741,0,0,0,0,0,2737,2738,2738,2739,0,2737,2738,2738,2739,0,0,2421,159
159,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
159,159,159,870,871,872,159,159,159,159,159,159,159,159,870,871,872,159,159,159
