0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,16,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16,957,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,32,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,32,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,957,32,0,0,0,0,0,0,0,0,0,0,957,7,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,100,0,0,0,0,3371,0,0,0,3371,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,98,100,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,98,104,140,133,99,99,132,146,123,123,123,147,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,7,7,7,0,7,114,112,99,99,100,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,106,108,7,114,115,115,116,0,0,0,0,0,0,0,0,0,7,7,0,0,122,133,99
0,0,0,0,24,0,0,7,7,7,7,0,0,106,107,101,116,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,0,0,0,97,0,0,0,0,0,0,98,104,116,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,114,115
0,0,24,0,0,0,0,7,7,7,7,7,0,114,115,116,7,7,7,7,0,0,0,98,132,124,7,7,7,0,0,0,0,0,0,0,7,7,7,0,122,147,0,0,0,0,98,132,141,116,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,7
0,0,0,0,0,0,7,7,7,7,7,0,24,0,0,0,0,0,0,0,0,0,0,114,116,0,7,7,0,122,133,99,100,0,0,7,7,7,7,0,0,0,0,0,98,99,104,116,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0
0,0,0,0,0,24,98,100,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,114,115,112,100,0,7,7,7,7,0,0,0,0,0,114,103,108,0,0,7,7,7,0,0,0,0,0,129,123,123,123,124,0,0,0,7,0,0,0,0,0,0
0,0,0,0,0,98,119,117,100,32,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,116,0,0,7,7,0,0,0,0,0,0,0,106,108,0,0,0,7,7,0,0,0,122,123,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
