502,0,476,511,492,493,494,4026,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4021,4035,4035,4035,4035,4035,4035,4036,0,437,438,548,549,550,503,540,541,542,0,556,557,558,0,0,0,0,540,541,542,524,540,541
510,492,493,494,500,501,502,4034,4023,4021,4035,4035,4035,4035,4035,4035,4035,4023,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4021,4035,4035,4035,4035,4036,1071,1072,493,494,0,1316,540,541,542,0,556,557,558,511,548,549,550,476,0,0,492,493,494,524,0,548,549,550,0,548,549
503,500,501,502,508,509,510,0,4034,4036,0,0,492,493,494,437,438,4034,4035,4023,4027,4027,4027,4027,4027,4027,4021,4035,4023,4027,4027,4027,4027,4027,4021,0,0,511,0,0,429,430,500,501,502,1316,1327,548,549,550,540,541,542,429,430,556,557,558,429,430,0,500,501,502,540,541,556,557,558,542,556,557
511,508,509,510,494,0,492,493,1334,1319,0,0,500,501,502,1049,1050,1071,1072,0,4023,4027,4027,4027,4021,4035,4036,1059,4034,4023,4027,4027,4027,4021,4036,0,0,0,0,0,437,438,508,509,510,1336,503,556,557,558,548,549,550,437,438,429,430,0,437,438,0,556,557,510,548,549,550,548,549,550,0,0
429,430,500,501,502,0,500,501,502,1332,1334,1319,508,509,510,1057,1058,0,0,0,4026,4027,4027,4027,4028,429,430,524,1068,4034,4023,4027,4021,4036,819,0,0,0,0,1316,1334,1334,1334,1334,1334,1333,511,0,0,0,556,557,558,503,0,437,438,524,0,0,0,437,438,0,556,557,558,556,557,558,541,542
437,438,508,509,510,493,508,509,510,0,0,1324,511,0,0,1065,1066,492,493,494,4034,4023,4027,4021,4036,437,438,0,0,503,4034,4035,4036,0,820,1334,1319,0,1316,1327,540,541,542,511,819,0,0,0,429,430,503,0,476,511,3353,3354,3355,3356,3353,3354,3355,3356,0,503,540,541,542,524,0,548,549,550
492,493,494,0,500,501,502,0,492,493,494,1332,1334,1334,1334,1334,1319,500,501,502,503,4026,4027,4028,476,0,0,955,0,511,1316,492,493,494,820,524,1332,1334,1327,0,548,549,550,0,828,812,429,524,437,438,511,0,961,962,3361,3362,3363,3364,3361,3362,3363,3364,0,511,548,549,550,503,0,556,557,558
500,501,502,476,508,509,510,0,500,501,502,437,438,0,0,503,1324,508,509,510,511,4026,4027,4028,0,0,0,0,1316,1334,1327,500,501,502,820,0,0,0,0,0,556,557,558,0,0,820,437,438,0,0,0,0,969,970,3369,3370,0,3372,3369,3370,0,3372,1351,524,556,557,558,511,429,430,524,1317
508,509,510,0,429,430,511,476,508,509,510,0,0,0,0,511,1332,1334,1334,1334,0,4026,4027,4028,1334,1334,1317,0,1324,429,430,508,509,510,828,812,0,0,0,511,0,0,540,541,542,828,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,437,438,0,1326
0,429,430,0,437,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,4039,4021,4036,429,430,1326,1334,1327,437,438,0,0,0,0,820,0,0,429,430,0,0,548,549,550,0,820,0,0,0,0,0,0,0,0,0,814,829,829,829,829,829,829,829,815,0,0,0,0,0,0,0
494,437,438,503,0,429,430,0,0,0,0,0,0,0,0,0,0,0,0,0,4026,4027,4028,524,437,438,0,0,0,0,0,0,503,0,0,827,0,0,437,438,0,0,556,557,558,0,828,815,0,0,0,811,829,829,829,829,830,0,0,0,540,541,542,0,0,0,0,540,541,542,0,0
502,0,0,511,0,437,438,0,0,0,0,0,0,0,0,0,0,0,0,0,4026,4027,4028,0,0,0,0,0,0,0,0,0,511,476,0,0,0,0,0,0,0,0,429,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,549,550,0,0,0,0,548,549,550,0,0
510,492,493,494,503,0,0,0,0,0,0,503,0,429,430,1334,1334,1334,1317,4018,4039,4027,4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,493,494,437,438,0,0,0,0,0,0,0,0,540,541,542,0,0,0,0,0,556,557,558,541,542,0,0,556,557,558,0,0
503,500,501,502,511,0,0,0,0,0,0,511,0,437,438,492,493,494,1333,4026,4027,4027,4028,0,492,493,494,0,0,0,0,0,0,0,0,0,0,0,0,500,501,502,0,0,0,0,0,0,0,0,0,0,548,549,550,0,0,0,0,0,0,0,548,549,550,0,540,541,542,0,540,541
511,508,509,510,0,0,0,0,0,492,493,494,0,0,503,500,501,502,476,4026,4027,4027,4037,4020,500,501,502,0,0,540,541,542,0,0,0,819,0,0,0,508,509,510,0,0,503,0,0,540,541,542,0,0,556,557,558,0,0,0,1318,1334,1334,1317,556,557,558,0,548,549,550,0,548,549
0,0,0,0,0,0,0,0,0,500,501,502,429,430,511,508,509,510,4018,4039,4027,4027,4027,4028,508,509,510,429,430,548,549,550,0,0,0,820,0,540,541,542,0,0,0,0,511,0,0,548,549,550,0,0,1316,1334,1334,1334,1334,1334,1333,607,948,1326,1334,1334,1319,0,556,557,558,0,556,557
0,0,0,0,0,0,0,0,429,508,509,510,437,438,0,0,0,0,4026,4027,4027,4027,4021,4036,0,0,0,437,438,556,557,558,0,503,0,820,0,548,549,550,0,0,0,819,0,0,0,556,557,558,0,0,1336,948,0,0,948,607,0,948,0,0,0,948,1332,1319,0,0,0,0,0,0
0,0,0,0,0,0,0,0,437,438,0,503,492,493,494,503,0,0,4026,4027,4027,4027,4028,0,0,0,0,0,0,503,0,0,0,511,0,828,812,556,557,558,429,430,0,820,0,0,0,0,0,476,0,0,1325,0,0,607,429,430,0,0,0,948,607,0,0,1324,0,0,524,540,541,542
0,476,511,0,0,0,0,0,0,0,0,511,500,501,502,511,0,0,4026,4027,4027,4027,4028,0,429,430,0,0,0,511,0,0,0,0,0,0,820,0,0,0,437,438,0,820,0,540,541,542,0,0,0,0,1325,607,948,0,437,438,948,0,0,0,948,1316,1334,1327,0,0,0,548,549,550
492,493,494,429,430,476,0,0,0,0,0,0,508,509,510,429,430,4018,4039,4027,4027,4021,4036,476,437,438,0,0,0,0,0,429,430,0,0,0,820,0,0,0,0,0,0,820,0,548,549,550,0,0,0,0,1325,948,503,607,948,0,476,607,948,1318,1334,1327,0,0,0,0,0,556,557,558
500,501,502,437,438,493,494,0,0,0,0,0,0,0,0,437,438,4026,4027,4027,4027,4028,0,0,0,540,541,542,0,0,0,437,438,0,0,0,827,0,0,0,0,524,0,820,0,556,557,558,0,982,0,0,1326,1317,511,948,1316,1334,1334,1334,1334,1333,0,0,0,0,0,0,0,0,0,0
508,509,510,511,500,501,502,503,0,0,0,0,0,0,0,0,4018,4039,4027,4027,4027,4028,492,493,494,548,549,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,812,0,0,0,0,0,0,0,0,1326,1334,1334,1327,0,0,0,0,0,0,814,815,0,0,0,0,0,4018,4019
437,438,493,494,508,509,510,511,492,493,494,0,0,0,0,0,4026,4027,4027,4027,4027,4028,500,501,502,556,557,558,524,0,540,541,542,0,0,0,540,541,542,0,0,0,0,0,820,0,0,0,0,1017,0,998,1019,0,0,0,0,0,814,829,829,829,829,830,0,0,4017,840,4018,4019,4039,4027
