4,2,5,2,5,4,2,4026,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4021,4035,4035,4035,4035,4035,4035,4036,5,5,4,3,2,3,2,4,2,6,2,6,5,4,4,2,5,4,5,6,2,3,6,6
5,2,4,5,6,5,4,4034,4023,4021,4035,4035,4035,4035,4035,4035,4035,4023,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4027,4021,4035,4035,4035,4035,4036,5,5,4,6,6,3,5,4,6,5,4,5,6,6,2,5,6,4,5,2,5,5,4,6,4,4,2,4,5,3,3
4,3,4,5,3,5,5,6,4034,4036,5,6,3,3,4,3,4,4034,4035,4023,4027,4027,4027,4027,4027,4027,4021,4035,4023,4027,4027,4027,4027,4027,4021,4036,6,3,5,6,3,3,6,6,6,3,3,3,6,3,6,5,6,5,5,6,2,6,3,2,6,2,6,2,3,6,4,6,2,6,2,6
5,6,3,5,3,3,2,4,6,2,6,4,3,6,4,6,6,5,3,4034,4023,4027,4027,4027,4021,4035,4036,2,4034,4023,4027,4027,4027,4021,4036,2,2,6,6,3,6,3,5,3,5,5,2,5,3,6,3,2,4,5,4,6,2,5,4,6,6,5,3,6,5,3,5,6,5,5,4,5
3,5,6,2,3,5,4,5,5,2,4,3,6,2,2,3,4,5,2,5,4026,4027,4027,4027,4028,2,6,5,6,4034,4023,4027,4021,4036,2,2,4,3,3,4,3,2,4,4,5,5,5,2,5,4,4,4,6,3,3,4,2,4,5,5,2,5,5,3,6,4,4,4,6,5,6,3
6,6,3,5,3,3,6,6,6,6,2,6,6,5,6,6,6,6,4,6,4034,4023,4027,4021,4036,3,3,2,5,5,4034,4035,4036,5,6,4,3,6,6,4,3,2,3,4,5,5,2,5,5,2,6,6,4,4,4,4,5,4,2,5,3,4,4,6,5,6,6,5,5,3,6,3
5,4,5,6,2,6,3,4,6,4,4,4,6,5,4,2,3,3,4,4,3,4026,4027,4028,2,3,5,5,5,2,6,4,6,3,5,5,5,6,6,5,4,6,4,6,4,2,2,5,2,6,6,5,5,4,5,4,5,3,4,2,2,4,4,5,4,4,3,3,4,2,6,2
2,5,5,5,3,6,2,6,6,4,6,3,3,6,4,4,3,4,6,2,6,4026,4027,4028,6,3,3,6,4,4,5,4,6,5,2,3,2,5,6,3,3,3,2,4,5,5,3,6,6,2,6,6,5,4,6,6,2,3,6,6,5,4,4,4,6,2,5,6,6,3,4,2
3,4,4,3,2,3,6,3,5,3,3,3,3,2,3,6,2,4,5,6,3,4026,4027,4028,6,5,3,5,2,3,2,4,4,3,6,6,2,5,3,4,6,5,2,2,5,5,2,5,2,6,4,6,6,6,6,6,5,3,6,3,6,2,5,2,5,2,3,5,5,3,6,3
6,5,3,5,4,6,4,5,2,5,4,6,4,5,3,5,3,6,5,2,4018,4039,4021,4036,4,3,6,5,3,5,5,2,5,4,2,4,2,5,6,6,4,6,3,3,5,4,3,5,6,6,5,6,2,3,5,3,5,4,4,3,6,5,4,4,3,6,2,5,6,2,3,4
