6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,4,0,211,4,5,1,4,5,0,211,4,5,1,1,
2,211,4,5,1,1,1,1,1,1,1,1,1,0,0,211,1,1,1,0,211,0,211,4,5,1,1,1,1,1,4,5,
2,211,0,211,1,211,4,5,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,0,211,0,211,4,5,
4,5,1,1,0,0,0,0,0,1,0,0,0,5,5,6,6,6,6,6,6,8,4,5,6,5,5,5,6,6,4,5,
2,0,6,0,8,4,5,6,24,6,6,5,6,6,6,6,32,6,0,8,4,6,6,6,6,0,0,8,5,5,5,5,
2,8,6,0,32,8,4,5,0,8,6,6,5,5,5,5,5,6,6,6,6,6,6,6,0,8,0,0,0,8,4,5,
2,6,4,0,8,4,5,6,6,6,5,6,0,8,4,4,4,24,5,5,6,6,6,6,5,8,0,0,0,8,4,5,
2,6,4,0,6,6,6,5,0,5,8,6,4,4,4,0,8,4,6,5,5,6,6,6,5,5,5,32,5,5,5,5,
6,8,6,6,8,0,8,24,5,24,5,6,4,5,5,5,5,5,6,4,6,4,24,6,6,5,6,6,5,5,6,5,
6,6,6,0,24,4,4,0,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,6,6,5,5,5,5,5,5,
6,0,6,4,5,5,5,5,5,8,0,6,8,4,0,0,8,4,6,6,6,6,0,8,4,6,0,8,4,5,6,5,
2,5,5,6,8,4,5,6,24,8,0,6,0,8,4,6,6,6,4,6,6,8,4,0,0,8,6,5,5,5,5,5,
5,0,0,8,6,4,5,6,5,0,32,6,4,0,8,6,4,4,4,4,6,4,4,4,4,0,6,6,4,4,5,5,
6,6,6,6,0,6,6,4,5,4,4,6,6,6,6,8,4,0,8,4,0,6,0,0,0,0,0,6,6,5,8,4,
5,8,4,5,6,6,6,6,6,6,6,6,6,04,6,0,8,4,0,0,24,8,6,8,4,0,5,6,0,6,4,4,
2,5,5,5,6,5,5,24,0,6,6,6,6,6,6,6,6,6,6,0,0,32,5,6,5,5,6,8,0,6,4,4,
2,8,4,5,6,6,6,32,5,5,6,6,6,24,5,5,5,210,211,211,211,211,211,212,6,0,32,0,0,0,6,4,
6,6,6,6,6,6,210,211,211,211,211,211,211,211,211,211,211,231,219,219,219,219,219,229,212,6,6,0,0,8,6,6,
6,5,6,5,210,211,231,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,229,211,211,212,6,6,5,6,
6,0,0,8,218,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,220,6,6,5,6,
6,4,5,0,218,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,213,227,228,5,6,5,6,
3,6,5,6,218,219,213,227,227,227,227,227,227,227,227,215,219,219,219,219,213,227,227,227,227,228,6,4,5,6,5,6,
3,6,5,6,226,227,228,6,5,5,6,0,8,4,5,226,227,227,227,227,228,6,0,6,6,6,5,6,5,6,5,6,
5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,6,0,8,0,8,4,5,5,0,8,4,6,6,4,5,6,6,
2,8,6,5,6,6,6,6,0,8,4,5,6,5,6,5,5,5,5,5,5,5,5,5,5,8,4,4,5,6,5,6,
2,0,0,6,4,5,24,5,6,6,6,6,6,6,6,24,6,6,6,6,6,0,8,4,5,5,5,5,5,5,5,6,
3,4,0,0,6,6,0,0,0,24,4,5,6,6,8,0,8,0,8,4,0,8,0,8,4,4,0,5,5,5,6,5,
3,4,0,8,4,0,6,6,0,0,0,0,0,8,4,5,6,0,8,4,0,8,4,0,0,8,4,4,4,6,5,6,
3,0,8,4,5,0,8,0,6,6,4,5,6,0,0,0,0,8,4,5,6,4,5,0,0,8,0,6,6,4,5,6,
3,0,8,4,5,0,8,0,8,4,6,6,6,0,8,4,5,0,0,0,8,4,5,6,0,6,6,0,8,4,4,6,
2,8,4,5,6,0,8,0,8,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,0,8,4,6,
2,8,4,5,6,0,8,4,0,0,0,0,8,4,5,6,0,211,4,5,6,6,6,6,6,6,4,5,6,4,5,6
