159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,33,33,33,33,33,33,33,33,33,33,33,33,159
159,1173,41,41,41,1157,1158,41,41,41,1184,1186,1187,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,1185,1291,0,0,0,0,0,0,0,0,0,1177,159
159,33,33,33,33,33,33,34,0,36,33,33,33,159
159,1131,41,41,41,1134,1134,42,0,44,41,41,1319,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,1285,1286,0,0,0,1213,1214,0,159
159,0,0,0,0,0,0,0,0,0,1221,1222,0,159
159,1185,0,0,0,0,0,0,0,0,0,0,0,159
159,159,870,871,872,159,159,159,159,159,159,159,159,159
