0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,482,482,482,513,482,482,482,482,517,482,482,482,0
0,482,510,473,473,506,473,509,473,473,473,473,473,0
0,386,377,377,377,377,0,0,377,377,377,377,377,0
0,386,377,377,377,377,0,0,377,377,377,377,377,0
0,386,386,386,386,386,386,386,386,386,386,386,386,0
0,386,377,377,377,377,377,377,377,377,377,377,377,0
0,386,377,377,377,377,377,377,377,377,377,377,377,0
0,386,377,377,377,377,377,377,377,377,377,377,377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
