159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,137,138,138,138,138,138,138,139,138,138,138,138,138,138,140,159
159,145,1186,1187,1184,1173,1173,146,147,1129,1130,1338,146,146,146,148,159
159,153,876,0,0,0,0,1185,147,0,0,0,0,0,873,156,159
159,883,0,0,0,0,0,1396,147,1270,1271,1272,0,0,0,882,159
159,891,892,0,0,0,0,1177,155,1714,1715,1716,0,0,1354,890,159
159,1283,0,0,0,0,0,0,146,1722,1723,1724,0,0,0,1363,159
159,0,0,1301,0,1301,0,0,0,1304,0,1304,0,0,0,0,159
159,0,1642,1643,1643,1643,1644,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
159,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,159
159,159,159,159,159,159,159,870,871,872,159,159,159,159,159,159,159
