0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,650,650,650,650,650,650,650,686,686,686,686,686,686,686,686,0
0,650,641,641,641,641,641,641,241,686,677,677,677,677,677,677,0
0,650,641,641,641,641,641,641,241,686,677,677,677,677,677,677,0
0,650,641,641,641,641,641,641,241,686,677,677,677,677,677,677,0
0,686,677,677,677,677,677,677,677,677,677,677,677,677,677,677,0
0,686,677,677,677,677,677,677,677,677,677,677,677,677,677,677,0
0,686,677,677,677,677,677,677,677,677,677,677,677,677,677,677,0
0,686,677,677,677,677,677,677,677,677,677,677,677,677,677,677,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
