159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,1801,1806,1807,1801,1801,1801,1801,1802,1803,190,191,192,159
159,1159,1160,1815,1159,1160,1159,1160,1810,1173,198,199,200,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,1143,1144,1528,0,0,0,0,0,0,0,0,0,159
159,1159,1160,1552,1132,1133,1132,1133,1134,0,0,0,0,159
159,0,0,1552,1285,1286,1285,1286,1318,0,0,0,0,159
159,1134,1134,1552,1300,0,0,0,0,0,0,1184,1184,159
159,0,0,0,0,0,1355,0,0,0,0,0,0,159
159,1185,0,0,0,1361,1363,1361,1361,0,0,0,1296,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
