159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,1801,1806,1807,1801,1801,1801,1801,1802,1803,190,191,192,159
159,1809,1814,1815,1850,1850,1850,1850,1810,1811,198,199,200,159
159,0,1242,1398,1242,1398,1242,1398,1244,1398,0,0,0,159
159,0,1250,0,1250,0,1250,0,1252,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,1276,159
159,0,0,0,0,0,0,0,0,0,0,0,1284,159
159,0,0,0,0,0,0,0,0,0,0,0,1276,159
159,0,1242,0,1242,0,1242,0,1244,0,0,0,1284,159
159,0,1250,1395,1250,1395,1250,1395,1252,1395,1193,0,1185,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
